distance,energy,method,n_orbitals,n_electrons,timestamp
0.34375,-0.8176704886751629,FCI,4,2,1776780108.241961
0.3611111111111111,-0.8654969515394386,FCI,4,2,1776780108.261373
0.3784722222222222,-0.9068979177986807,FCI,4,2,1776780108.2808452
0.3958333333333333,-0.9427946637954188,FCI,4,2,1776780108.299924
0.4131944444444444,-0.9739518505132954,FCI,4,2,1776780108.318645
0.4305555555555556,-1.0010090036180028,FCI,4,2,1776780108.3387918
0.4479166666666667,-1.0245047482043288,FCI,4,2,1776780108.358978
0.4652777777777778,-1.0448956275503516,FCI,4,2,1776780108.3775759
0.4826388888888889,-1.0625708419555127,FCI,4,2,1776780108.396136
0.5,-1.0778638965744871,FCI,4,2,1776780108.421108
0.5173611111111112,-1.0910618947182422,FCI,4,2,1776780108.4414022
0.5347222222222222,-1.1024130257713436,FCI,4,2,1776780108.46045
0.5520833333333334,-1.1121326568566805,FCI,4,2,1776780108.4789
0.5694444444444444,-1.1204083330469068,FCI,4,2,1776780108.499269
0.5868055555555556,-1.1274039138815866,FCI,4,2,1776780108.517431
0.6041666666666667,-1.133263017666751,FCI,4,2,1776780108.53531
0.6215277777777778,-1.138111904258639,FCI,4,2,1776780108.554828
0.6388888888888888,-1.1420618975784915,FCI,4,2,1776780108.573457
0.65625,-1.145211427723092,FCI,4,2,1776780108.599956
0.6736111111111112,-1.1476477567994605,FCI,4,2,1776780108.621127
0.6909722222222222,-1.1494484407822174,FCI,4,2,1776780108.642865
0.7083333333333334,-1.1506825705616603,FCI,4,2,1776780108.664669
0.7256944444444444,-1.151411828111134,FCI,4,2,1776780108.688571
0.7430555555555556,-1.1516913878211987,FCI,4,2,1776780108.712954
0.7604166666666667,-1.1515706881778438,FCI,4,2,1776780108.737163
0.7777777777777778,-1.1510940948752164,FCI,4,2,1776780108.764023
0.7951388888888888,-1.1503014729975165,FCI,4,2,1776780108.7838988
0.8125,-1.1492286829694538,FCI,4,2,1776780108.8037372
0.8298611111111112,-1.1479080124853525,FCI,4,2,1776780108.8226209
0.8472222222222222,-1.1463685545191398,FCI,4,2,1776780108.8416882
0.8645833333333334,-1.14463653974136,FCI,4,2,1776780108.862303
0.8819444444444444,-1.1427356301849092,FCI,4,2,1776780108.88392
0.8993055555555556,-1.140687179767704,FCI,4,2,1776780108.902485
0.9166666666666667,-1.1385104662673715,FCI,4,2,1776780108.927128
0.9340277777777778,-1.1362228985176155,FCI,4,2,1776780108.946024
0.951388888888889,-1.1338402019314535,FCI,4,2,1776780108.9650161
0.96875,-1.1313765849252178,FCI,4,2,1776780108.9841821
0.9861111111111112,-1.1288448883998674,FCI,4,2,1776780109.0026639
1.0034722222222223,-1.1262567201054634,FCI,4,2,1776780109.021991
1.0208333333333335,-1.1236225754584264,FCI,4,2,1776780109.0406919
1.0381944444444444,-1.120951946179368,FCI,4,2,1776780109.060221
1.0555555555555556,-1.1182534179608838,FCI,4,2,1776780109.079947
1.0729166666666667,-1.1155347582454247,FCI,4,2,1776780109.106453
1.0902777777777777,-1.1128029950895444,FCI,4,2,1776780109.12514
1.1076388888888888,-1.1100644880006247,FCI,4,2,1776780109.1445749
1.125,-1.1073249915534964,FCI,4,2,1776780109.164272
1.1423611111111112,-1.1045897125237039,FCI,4,2,1776780109.183862
1.1597222222222223,-1.101863361207787,FCI,4,2,1776780109.2025201
1.1770833333333335,-1.0991501975392475,FCI,4,2,1776780109.2216132
1.1944444444444446,-1.0964540725500136,FCI,4,2,1776780109.24058
1.2118055555555556,-1.0937784656717016,FCI,4,2,1776780109.265713
1.2291666666666667,-1.0911265183188334,FCI,4,2,1776780109.287201
1.2465277777777777,-1.0885010641472808,FCI,4,2,1776780109.30749
1.2638888888888888,-1.085904656336344,FCI,4,2,1776780109.3261151
1.28125,-1.0833395922018203,FCI,4,2,1776780109.344518
1.2986111111111112,-1.0808079354110447,FCI,4,2,1776780109.365098
1.3159722222222223,-1.078311536037796,FCI,4,2,1776780109.38423
1.3333333333333335,-1.0758520486665617,FCI,4,2,1776780109.40236
1.3506944444444444,-1.0734309487314504,FCI,4,2,1776780109.420058
1.3680555555555556,-1.0710495472531245,FCI,4,2,1776780109.444886
1.3854166666666667,-1.068709004120279,FCI,4,2,1776780109.464374
1.402777777777778,-1.0664103400465597,FCI,4,2,1776780109.485163
1.4201388888888888,-1.0641544473217999,FCI,4,2,1776780109.5041568
1.4375,-1.0619420994660496,FCI,4,2,1776780109.523571
1.4548611111111112,-1.059773959886311,FCI,4,2,1776780109.541188
