max_iter,system,distance,repeat,mode,eval_count,guide_cost,total_cost,energy,exact_total,abs_error_vs_fci,robust_amp,robust_guided_used
100,LiH,0.8076923076923077,0,default,100,0,100.0,-7.601149459348747,-7.625517053911113,0.024367594562366257,0.0,
100,LiH,0.8076923076923077,0,guided_fourier_robust,100,9,109.0,-7.59274890618695,-7.625517053911113,0.03276814772416348,0.04835592569983713,True
100,LiH,0.8076923076923077,1,default,100,0,100.0,-7.597901814053158,-7.625517053911113,0.027615239857955665,0.0,
100,LiH,0.8076923076923077,1,guided_fourier_robust,100,9,109.0,-7.527521038806098,-7.625517053911113,0.09799601510501521,0.1051079509373946,True
100,LiH,0.8076923076923077,2,default,100,0,100.0,-7.603364655752043,-7.625517053911113,0.02215239815907033,0.0,
100,LiH,0.8076923076923077,2,guided_fourier_robust,100,9,109.0,-7.606234328746893,-7.625517053911113,0.019282725164219805,0.5676787615883095,True
100,LiH,0.9615384615384616,0,default,100,0,100.0,-7.717485959845426,-7.747746029805038,0.030260069959611613,0.0,
100,LiH,0.9615384615384616,0,guided_fourier_robust,100,9,109.0,-7.721093758675503,-7.747746029805038,0.026652271129535166,0.05875788606137073,True
100,LiH,0.9615384615384616,1,default,100,0,100.0,-7.725973627664796,-7.747746029805038,0.021772402140241454,0.0,
100,LiH,0.9615384615384616,1,guided_fourier_robust,100,9,109.0,-7.712807720905603,-7.747746029805038,0.03493830889943439,0.11048791668213591,True
100,LiH,0.9615384615384616,2,default,100,0,100.0,-7.724136195576316,-7.747746029805038,0.023609834228722093,0.0,
100,LiH,0.9615384615384616,2,guided_fourier_robust,100,9,109.0,-7.72704845278752,-7.747746029805038,0.02069757701751751,0.5714463919683628,True
200,BeH2,0.5,0,default,200,0,200.0,-13.611653552931735,-13.667143209581793,0.05548965665005845,0.0,
200,BeH2,0.5,0,guided_fourier_robust,200,9,209.0,-13.613525911292399,-13.667143209581793,0.0536172982893941,0.5365594491210082,True
200,BeH2,0.5,1,default,200,0,200.0,-13.62372695607182,-13.667143209581793,0.04341625350997269,0.0,
200,BeH2,0.5,1,guided_fourier_robust,200,9,209.0,-13.61452073549809,-13.667143209581793,0.05262247408370335,0.3742282082795325,True
200,BeH2,0.5,2,default,200,0,200.0,-13.61704166304381,-13.667143209581793,0.0501015465379826,0.0,
200,BeH2,0.5,2,guided_fourier_robust,200,9,209.0,-13.606153456075646,-13.667143209581793,0.06098975350614744,0.06433335304606884,True
200,BeH2,0.6538461538461539,0,default,200,0,200.0,-14.605767486592779,-14.66180850553619,0.05604101894341085,0.0,
200,BeH2,0.6538461538461539,0,guided_fourier_robust,200,9,209.0,-14.608368727850078,-14.66180850553619,0.05343977768611197,0.5240787821583283,True
200,BeH2,0.6538461538461539,1,default,200,0,200.0,-14.60812941501139,-14.66180850553619,0.05367909052479902,0.0,
200,BeH2,0.6538461538461539,1,guided_fourier_robust,200,9,209.0,-14.612074358495397,-14.66180850553619,0.04973414704079282,0.32245848885755324,True
200,BeH2,0.6538461538461539,2,default,200,0,200.0,-14.606218611995722,-14.66180850553619,0.05558989354046773,0.0,
200,BeH2,0.6538461538461539,2,guided_fourier_robust,200,9,209.0,-14.605319776549578,-14.66180850553619,0.05648872898661139,0.0584340516912514,True
200,BeH2,0.8076923076923077,0,default,200,0,200.0,-15.116493293997294,-15.173426007815955,0.05693271381866083,0.0,
200,BeH2,0.8076923076923077,0,guided_fourier_robust,200,9,209.0,-15.121620329108437,-15.173426007815955,0.05180567870751851,0.49999627411612363,True
200,BeH2,0.8076923076923077,1,default,200,0,200.0,-15.121084421993338,-15.173426007815955,0.052341585822617276,0.0,
200,BeH2,0.8076923076923077,1,guided_fourier_robust,200,9,209.0,-15.112873966177919,-15.173426007815955,0.06055204163803651,0.24757956467293576,True
200,BeH2,0.8076923076923077,2,default,200,0,200.0,-15.115828607708357,-15.173426007815955,0.05759740010759806,0.0,
200,BeH2,0.8076923076923077,2,guided_fourier_robust,200,9,209.0,-15.116790049730886,-15.173426007815955,0.05663595808506905,0.02979778989791366,True
200,BeH2,0.9615384615384616,0,default,200,0,200.0,-15.369158063366122,-15.425201817554711,0.056043754188589645,0.0,
200,BeH2,0.9615384615384616,0,guided_fourier_robust,200,9,209.0,-15.36662172478512,-15.425201817554711,0.058580092769592085,0.5204689524036383,True
200,BeH2,0.9615384615384616,1,default,200,0,200.0,-15.37184174292771,-15.425201817554711,0.0533600746270011,0.0,
200,BeH2,0.9615384615384616,1,guided_fourier_robust,200,9,209.0,-15.368804373786876,-15.425201817554711,0.0563974437678354,0.21801538595558656,True
200,BeH2,0.9615384615384616,2,default,200,0,200.0,-15.366095846064367,-15.425201817554711,0.0591059714903448,0.0,
200,BeH2,0.9615384615384616,2,guided_fourier_robust,200,9,209.0,-15.3634850887163,-15.425201817554711,0.06171672883841062,0.045379632693763425,True
200,H2,0.5,0,default,40,0,40.0,-1.0551597943732174,-1.055159794470623,9.740563911009303e-11,0.0,
200,H2,0.5,0,guided_fourier_robust,37,9,46.0,-1.0551597938847423,-1.055159794470623,5.858806773062497e-10,1.178322770908482,True
200,H2,0.5,1,default,34,0,34.0,-1.0551597944598157,-1.055159794470623,1.0807355010911124e-11,0.0,
200,H2,0.5,1,guided_fourier_robust,38,9,47.0,-1.0551597904682535,-1.055159794470623,4.002369546896034e-09,1.1783227709084816,True
200,H2,0.5,2,default,33,0,33.0,-1.0551597931069303,-1.055159794470623,1.3636927143068078e-09,0.0,
200,H2,0.5,2,guided_fourier_robust,36,9,45.0,-1.0551597944582725,-1.055159794470623,1.2350565015140091e-11,1.1783227709084816,True
200,H2,0.6538461538461539,0,default,32,0,32.0,-1.1306196110824982,-1.1306196124696388,1.3871406245868911e-09,0.0,
200,H2,0.6538461538461539,0,guided_fourier_robust,31,9,40.0,-1.130619612338121,-1.1306196124696388,1.3151790767551574e-10,0.9222882409168859,True
200,H2,0.6538461538461539,1,default,37,0,37.0,-1.1306196123134842,-1.1306196124696388,1.5615464477036767e-10,0.0,
200,H2,0.6538461538461539,1,guided_fourier_robust,51,9,60.0,-1.1306196124152539,-1.1306196124696388,5.438494099507807e-11,0.9222882409168854,True
200,H2,0.6538461538461539,2,default,41,0,41.0,-1.1306196123178687,-1.1306196124696388,1.51770152001518e-10,0.0,
200,H2,0.6538461538461539,2,guided_fourier_robust,38,9,47.0,-1.1306196093568115,-1.1306196124696388,3.1128273292324593e-09,0.9222882409168858,True
200,H2,0.8076923076923077,0,default,37,0,37.0,-1.1334180071887108,-1.1334180073912137,2.0250290333478915e-10,0.0,
200,H2,0.8076923076923077,0,guided_fourier_robust,36,9,45.0,-1.1334180071431055,-1.1334180073912137,2.481082006511315e-10,0.7352101732648483,True
200,H2,0.8076923076923077,1,default,34,0,34.0,-1.1334180064551034,-1.1334180073912137,9.36110300386872e-10,0.0,
200,H2,0.8076923076923077,1,guided_fourier_robust,35,9,44.0,-1.1334180058597796,-1.1334180073912137,1.5314340906513735e-09,0.7352101732648482,True
200,H2,0.8076923076923077,2,default,37,0,37.0,-1.1334180072531033,-1.1334180073912137,1.3811041199573992e-10,0.0,
200,H2,0.8076923076923077,2,guided_fourier_robust,37,9,46.0,-1.1334180062703205,-1.1334180073912137,1.120893156070224e-09,0.7352101732648482,True
200,H2,0.9615384615384616,0,default,38,0,38.0,-1.1090599320997878,-1.1090599321341164,3.432854001061969e-11,0.0,
200,H2,0.9615384615384616,0,guided_fourier_robust,39,9,48.0,-1.1090599314434364,-1.1090599321341164,6.906799576711364e-10,0.598394985459645,True
200,H2,0.9615384615384616,1,default,32,0,32.0,-1.1090599321250347,-1.1090599321341164,9.08162434143378e-12,0.0,
200,H2,0.9615384615384616,1,guided_fourier_robust,31,9,40.0,-1.1090599320635168,-1.1090599321341164,7.059952622512355e-11,0.5983949854596446,True
200,H2,0.9615384615384616,2,default,40,0,40.0,-1.1090599321199641,-1.1090599321341164,1.4152234939501795e-11,0.0,
200,H2,0.9615384615384616,2,guided_fourier_robust,34,9,43.0,-1.109059932000937,-1.1090599321341164,1.3317924540956483e-10,0.5983949854596445,True
200,LiH,0.5,0,default,200,0,200.0,-7.012435221358607,-7.033795929869516,0.0213607085109091,0.0,
200,LiH,0.5,0,guided_fourier_robust,200,9,209.0,-7.011414253088692,-7.033795929869516,0.022381676780824478,0.27452983505062684,True
200,LiH,0.5,1,default,200,0,200.0,-7.016580685138517,-7.033795929869516,0.017215244730999224,0.0,
200,LiH,0.5,1,guided_fourier_robust,200,9,209.0,-7.016761248718913,-7.033795929869516,0.017034681150603248,0.2945929567147082,True
200,LiH,0.5,2,default,200,0,200.0,-7.011537029074451,-7.033795929869516,0.022258900795065095,0.0,
200,LiH,0.5,2,guided_fourier_robust,200,9,209.0,-7.010563959961031,-7.033795929869516,0.023231969908485084,0.024234131153894778,True
200,LiH,0.6538461538461539,0,default,200,0,200.0,-7.391318312354873,-7.4105541904278205,0.0192358780729478,0.0,
200,LiH,0.6538461538461539,0,guided_fourier_robust,200,9,209.0,-7.389118344238877,-7.4105541904278205,0.02143584618894323,0.2813650971048132,True
200,LiH,0.6538461538461539,1,default,200,0,200.0,-7.393526038710261,-7.4105541904278205,0.017028151717559226,0.0,
200,LiH,0.6538461538461539,1,guided_fourier_robust,200,9,209.0,-7.393676861596725,-7.4105541904278205,0.016877328831095717,0.275298810466684,True
200,LiH,0.6538461538461539,2,default,200,0,200.0,-7.3902313248489575,-7.4105541904278205,0.02032286557886298,0.0,
200,LiH,0.6538461538461539,2,guided_fourier_robust,200,9,209.0,-7.390787998357926,-7.4105541904278205,0.019766192069894828,0.054349109535409564,True
200,LiH,0.8076923076923077,0,default,200,0,200.0,-7.603313267436517,-7.625517053911113,0.022203786474595866,0.0,
200,LiH,0.8076923076923077,0,guided_fourier_robust,200,9,209.0,-7.60488416174098,-7.625517053911113,0.02063289217013331,0.28526244630872943,True
200,LiH,0.8076923076923077,1,default,200,0,200.0,-7.606862753405785,-7.625517053911113,0.018654300505327903,0.0,
200,LiH,0.8076923076923077,1,guided_fourier_robust,200,9,209.0,-7.607228272847102,-7.625517053911113,0.018288781064010884,0.2596327895622471,True
200,LiH,0.8076923076923077,2,default,200,0,200.0,-7.604945532401979,-7.625517053911113,0.020571521509133994,0.0,
200,LiH,0.8076923076923077,2,guided_fourier_robust,200,9,209.0,-7.604920950369061,-7.625517053911113,0.020596103542052546,0.07798858622784906,True
200,LiH,0.9615384615384616,0,default,200,0,200.0,-7.72726067266756,-7.747746029805032,0.02048535713747146,0.0,
200,LiH,0.9615384615384616,0,guided_fourier_robust,200,9,209.0,-7.7213321960940275,-7.747746029805032,0.02641383371100403,0.2845672275335881,True
200,LiH,0.9615384615384616,1,default,200,0,200.0,-7.728427515460639,-7.747746029805032,0.019318514344392135,0.0,
200,LiH,0.9615384615384616,1,guided_fourier_robust,200,9,209.0,-7.728227232883758,-7.747746029805032,0.019518796921273562,0.2485588387748898,True
200,LiH,0.9615384615384616,2,default,200,0,200.0,-7.726650381133421,-7.747746029805032,0.021095648671610512,0.0,
200,LiH,0.9615384615384616,2,guided_fourier_robust,200,9,209.0,-7.726326034922491,-7.747746029805032,0.02141999488254065,0.09149087518291055,True
