distance,energy,method,n_orbitals,n_electrons,timestamp
1.2,-89.50895084298139,CASCI,27,14,1779035657.73336
1.5,-89.75092203081448,CASCI,27,14,1779035657.905289
1.8,-89.74373582689469,CASCI,27,14,1779035658.075853
2.1,-89.67770846414729,CASCI,27,14,1779035658.254556
2.4,-89.60863356038284,CASCI,27,14,1779035658.4559028
2.8,-89.55956452695331,CASCI,27,14,1779035658.7131274
3.2,-89.53717903832664,CASCI,27,14,1779035658.9041722
