distance,energy,method,n_orbitals,n_electrons,timestamp
0.8125,-87.89555042900176,CASCI,27,14,1776515215.0239828
0.8535353535353536,-88.16457775460852,CASCI,27,14,1776515215.6000674
0.8945707070707071,-88.37011001735357,CASCI,27,14,1776515216.1424131
0.9356060606060606,-88.60475562024286,CASCI,27,14,1776515216.5702636
0.9766414141414141,-88.82027705483215,CASCI,27,14,1776515217.1994276
1.0176767676767677,-89.00498425485456,CASCI,27,14,1776515217.7528462
1.058712121212121,-89.15929409521353,CASCI,27,14,1776515218.201905
1.0997474747474747,-89.28684897400035,CASCI,27,14,1776515218.8309355
1.1407828282828283,-89.39159044326007,CASCI,27,14,1776515219.5411983
1.1818181818181819,-89.47711169320866,CASCI,27,14,1776515220.1703224
1.2228535353535355,-89.54652040061339,CASCI,27,14,1776515220.6454496
1.2638888888888888,-89.60244620341325,CASCI,27,14,1776515221.2300227
1.3049242424242424,-89.64709168411892,CASCI,27,14,1776515221.9508834
1.345959595959596,-89.68229459638903,CASCI,27,14,1776515222.4708607
1.3869949494949494,-89.70958863158359,CASCI,27,14,1776515223.2044709
1.428030303030303,-89.72865995462975,CASCI,27,14,1776515223.7872007
1.4690656565656566,-89.74348118665911,CASCI,27,14,1776515224.3815796
1.5101010101010102,-89.75362272010567,CASCI,27,14,1776515226.8279483
1.5511363636363638,-89.75985672712088,CASCI,27,14,1776515227.749118
1.5921717171717171,-89.76284146480134,CASCI,27,14,1776515228.2688804
1.6332070707070707,-89.76313928088679,CASCI,27,14,1776515228.8060825
1.6742424242424243,-89.76123043413456,CASCI,27,14,1776515229.2318933
1.7152777777777777,-89.75752401097147,CASCI,27,14,1776515229.729162
1.7563131313131313,-89.7523678088658,CASCI,27,14,1776515230.3671277
1.7973484848484849,-89.74605645317052,CASCI,27,14,1776515230.838081
1.8383838383838385,-89.73883810346895,CASCI,27,14,1776515231.461562
1.879419191919192,-89.73092105477049,CASCI,27,14,1776515232.046613
1.9204545454545454,-89.72248030415665,CASCI,27,14,1776515232.7335296
1.961489898989899,-89.71366120326122,CASCI,27,14,1776515233.339023
2.0025252525252526,-89.70458511282337,CASCI,27,14,1776515234.7563922
2.043560606060606,-89.69534718107793,CASCI,27,14,1776515235.3718758
2.0845959595959593,-89.68604199515862,CASCI,27,14,1776515235.94425
2.125631313131313,-89.67673855690845,CASCI,27,14,1776515236.5574386
2.166666666666667,-89.66747753462869,CASCI,27,14,1776515237.2011456
2.2077020202020203,-89.65833375555145,CASCI,27,14,1776515237.8446043
2.2487373737373737,-89.64933396632293,CASCI,27,14,1776515240.0032284
2.2897727272727275,-89.64053232365059,CASCI,27,14,1776515240.861656
2.330808080808081,-89.63197581629913,CASCI,27,14,1776515241.4980092
2.3718434343434343,-89.62371969213795,CASCI,27,14,1776515242.824977
2.412878787878788,-89.61585353892492,CASCI,27,14,1776515243.31137
2.4539141414141414,-89.60844480643901,CASCI,27,14,1776515244.7173548
2.494949494949495,-89.60158938859433,CASCI,27,14,1776515245.6646008
2.5359848484848486,-89.59532896121242,CASCI,27,14,1776515246.4742343
2.577020202020202,-89.58961608548103,CASCI,27,14,1776515246.9444575
2.6180555555555554,-89.58433384581647,CASCI,27,14,1776515247.338174
2.659090909090909,-89.57939370616394,CASCI,27,14,1776515247.780685
2.7001262626262625,-89.57473969648616,CASCI,27,14,1776515248.229017
2.741161616161616,-89.51910418261187,CASCI,27,14,1776515248.7658482
2.7821969696969697,-89.51159428044987,CASCI,27,14,1776515249.2389808
2.823232323232323,-89.50659079853017,CASCI,27,14,1776515250.240386
2.864267676767677,-89.57534185494924,CASCI,27,14,1776515250.7796414
2.9053030303030303,-89.55482297925778,CASCI,27,14,1776515253.2007995
2.946338383838384,-89.56954376255705,CASCI,27,14,1776515253.7103844
2.9873737373737375,-89.61703283786123,CASCI,27,14,1776515254.1320646
3.028409090909091,-89.4105516497976,CASCI,27,14,1776515254.556646
3.0694444444444446,-89.41101160701726,CASCI,27,14,1776515254.9694626
3.110479797979798,-89.41141305170689,CASCI,27,14,1776515255.3996139
3.1515151515151514,-89.41176678177368,CASCI,27,14,1776515255.8358142
3.192550505050505,-89.41206836304009,CASCI,27,14,1776515256.577778
3.2335858585858586,-89.41233124688473,CASCI,27,14,1776515257.0668166
3.274621212121212,-89.41256014386354,CASCI,27,14,1776515257.599008
3.3156565656565657,-89.41275568393307,CASCI,27,14,1776515258.1014254
3.356691919191919,-89.4129273163704,CASCI,27,14,1776515258.572597
3.397727272727273,-89.41307810184412,CASCI,27,14,1776515259.000356
3.4387626262626263,-89.52365815069041,CASCI,27,14,1776515259.4176905
3.4797979797979797,-89.52233778669107,CASCI,27,14,1776515259.8243258
3.5208333333333335,-89.41343731959343,CASCI,27,14,1776515260.240743
3.561868686868687,-89.41353746210012,CASCI,27,14,1776515260.657595
3.6029040404040407,-89.41363532088744,CASCI,27,14,1776515261.0838943
3.643939393939394,-89.41372623519834,CASCI,27,14,1776515262.2203825
3.6849747474747474,-89.41381936901168,CASCI,27,14,1776515263.0973194
3.726010101010101,-89.41391558672534,CASCI,27,14,1776515265.8123689
3.7670454545454546,-89.41401146094957,CASCI,27,14,1776515266.6586688
3.808080808080808,-89.41411507238351,CASCI,27,14,1776515267.1464903
3.8491161616161618,-89.41422464973377,CASCI,27,14,1776515267.56979
3.890151515151515,-89.41434143262758,CASCI,27,14,1776515267.9775953
3.9311868686868685,-89.41446427284357,CASCI,27,14,1776515268.4401374
3.9722222222222223,-89.41459404075331,CASCI,27,14,1776515268.8849869
4.013257575757576,-89.41472880629996,CASCI,27,14,1776515269.31516
4.054292929292929,-89.41487683925479,CASCI,27,14,1776515269.7248576
4.095328282828283,-89.41502793275473,CASCI,27,14,1776515270.1272907
4.136363636363637,-89.41519061687886,CASCI,27,14,1776515270.5828087
4.17739898989899,-89.41535361971204,CASCI,27,14,1776515270.9958234
4.218434343434343,-89.41552459543848,CASCI,27,14,1776515271.4021308
4.259469696969697,-89.41569280116103,CASCI,27,14,1776515271.7781868
4.30050505050505,-89.41588255301038,CASCI,27,14,1776515272.106856
4.341540404040404,-89.4160670116743,CASCI,27,14,1776515272.4408436
