distance,energy,method,n_orbitals,n_electrons,timestamp
0.5,-7.050225035299951,FCI,6,4,1777300141.021316
0.6538461538461539,-7.427656264844042,FCI,6,4,1777300141.075592
0.8076923076923077,-7.642275028539802,FCI,6,4,1777300141.142377
0.9615384615384616,-7.763735120911755,FCI,6,4,1777300141.218395
1.1153846153846154,-7.83048017851757,FCI,6,4,1777300141.3154671
1.2692307692307692,-7.864897135085531,FCI,6,4,1777300141.626923
1.4230769230769231,-7.879775170340179,FCI,6,4,1777300141.697686
1.576923076923077,-7.8826213823651194,FCI,6,4,1777300141.769909
1.7307692307692308,-7.878104751689469,FCI,6,4,1777300141.830278
1.8846153846153846,-7.869275300989981,FCI,6,4,1777300141.940843
2.0384615384615383,-7.858192078540454,FCI,6,4,1777300142.0157802
2.1923076923076925,-7.846281374312665,FCI,6,4,1777300142.099519
2.3461538461538463,-7.834553276270573,FCI,6,4,1777300142.1587148
2.5,-7.823723883467703,FCI,6,4,1777300142.249564
