distance,atom,basis,active_space,freeze_core,mapper,z2,use_num_particles,num_qubits,num_terms,constant_energy,ref_energy,exact_total_energy,vqe_total_energy,exact_vs_ref_abs_error,vqe_vs_exact_abs_error,vqe_vs_ref_abs_error,eval_count,ansatz_name,ansatz_reps,optimizer,optimizer_max_iter,seed,status
0.8125,Li 0 0 0; H 0 0 0.8125,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.9538850864738464,-7.631864841285778,0.8164762785904993,0.834595161716396,8.448341119876277,0.018118883125896712,8.466460003002174,120,real_amplitudes,2,cobyla,120,137,ok
0.8535353535353536,Li 0 0 0; H 0 0 0.8535353535353536,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.859948303470296,-7.670836847331909,0.7131198610907958,0.7186586936457025,8.383956708422705,0.005538832554906614,8.389495540977611,120,real_amplitudes,2,cobyla,120,137,ok
0.8945707070707071,Li 0 0 0; H 0 0 0.8945707070707071,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.77462957395331,-7.704295670122008,0.6211309407621972,0.6321831691367801,8.325426610884206,0.011052228374582862,8.336478839258788,120,real_amplitudes,2,cobyla,120,137,ok
0.9356060606060606,Li 0 0 0; H 0 0 0.9356060606060606,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.6967949435167613,-7.732952935201483,0.5391102865164052,0.5483728311361147,8.27206322171789,0.009262544619709434,8.281325766337599,120,real_amplitudes,2,cobyla,120,137,ok
0.976641414141414,Li 0 0 0; H 0 0 0.976641414141414,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.6255010383269815,-7.757429967153564,0.46583250879337323,0.4760449588402478,8.223262475946937,0.010212450046874544,8.23347492599381,120,real_amplitudes,2,cobyla,120,137,ok
1.0176767676767675,Li 0 0 0; H 0 0 1.0176767676767675,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.5599566416202486,-7.778267511922703,0.4002284949830375,0.40921248935364507,8.17849600690574,0.008983994370607595,8.187480001276349,120,real_amplitudes,2,cobyla,120,137,ok
1.058712121212121,Li 0 0 0; H 0 0 1.058712121212121,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.4994932058985335,-7.79593430418538,0.3413691778708985,0.34711205346607854,8.137303482056279,0.0057428755951800525,8.143046357651459,120,real_amplitudes,2,cobyla,120,137,ok
1.0997474747474747,Li 0 0 0; H 0 0 1.0997474747474747,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.4435419668724685,-7.810835185049085,0.2884498445747474,0.306772195068312,8.099285029623832,0.018322350493564565,8.117607380117397,120,real_amplitudes,2,cobyla,120,137,ok
1.1407828282828285,Li 0 0 0; H 0 0 1.1407828282828285,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.3916159968410846,-7.823318960949642,0.2407747217984677,0.24765513642733095,8.06409368274811,0.006880414628863241,8.070974097376974,120,real_amplitudes,2,cobyla,120,137,ok
1.181818181818182,Li 0 0 0; H 0 0 1.181818181818182,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.343295996950769,-7.833685879844005,0.19774237795171956,0.21661834757027343,8.031428257795724,0.018875969618553867,8.050304227414278,120,real_amplitudes,2,cobyla,120,137,ok
1.2228535353535357,Li 0 0 0; H 0 0 1.2228535353535357,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.2982189500732264,-7.842194552332934,0.15883232045401385,0.18305503110764776,8.001026872786948,0.024222710653633905,8.025249583440582,120,real_amplitudes,2,cobyla,120,137,ok
1.2638888888888888,Li 0 0 0; H 0 0 1.2638888888888888,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.2560689841617583,-7.849068171904239,0.12359307858399227,0.13999485789692923,7.9726612504882315,0.01640177931293696,7.9890630298011684,120,real_amplitudes,2,cobyla,120,137,ok
1.3049242424242424,Li 0 0 0; H 0 0 1.3049242424242424,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.2165699595025836,-7.8544999597329,0.09163187643770998,0.10157125076508478,7.9461318361706095,0.009939374327374795,7.956071210497985,120,real_amplitudes,2,cobyla,120,137,ok
1.345959595959596,Li 0 0 0; H 0 0 1.345959595959596,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.179479411956773,-7.858657825848251,0.0626058197059185,0.07019679517930788,7.92126364555417,0.007590975473389383,7.9288546210275594,120,real_amplitudes,2,cobyla,120,137,ok
1.3869949494949494,Li 0 0 0; H 0 0 1.3869949494949494,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.144583571366336,-7.8616882980549745,0.03621452709623019,0.047468493480450125,7.8979028251512045,0.011253966384219938,7.909156791535425,120,real_amplitudes,2,cobyla,120,137,ok
1.428030303030303,Li 0 0 0; H 0 0 1.428030303030303,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.1116932388558092,-7.863719788153718,0.0121939180224786,0.020806966952885864,7.875913706176196,0.008613048930407263,7.884526755106604,120,real_amplitudes,2,cobyla,120,137,ok
1.4690656565656566,Li 0 0 0; H 0 0 1.4690656565656566,sto-3g,"(2, 4)",True,parity,True,True,4,62,1.080640355088887,-7.864865292024024,-0.009688957713676283,-0.0035467270300983955,7.855176334310348,0.006142230683577887,7.861318564993925,120,real_amplitudes,2,cobyla,120,137,ok
