molecule,basis,distance,mapper,ansatz,reps,optimizer,max_iter,seed,active_space,active_orbitals,freeze_core,energy,vqe_raw_energy,eval_count,success,error,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
LiH,sto-3g,1.2,jw,real_amplitudes,1,cobyla,120,137,"[2, 3]","[0, 1, 2]",True,-7.8343307184376085,-1.1395807117539327,120,True,,6,62,-6.694750006683676,0.6073428040035651,1.5540170069943997,2.1635555050015682
LiH,sto-3g,1.2,jw,real_amplitudes,2,cobyla,120,137,"[2, 3]","[0, 1, 2]",True,-7.823866949313643,-1.1291169426299756,120,True,,6,62,-6.694750006683667,0.3705260249989806,2.187504639994586,2.5606281959990156
LiH,sto-3g,1.5949,jw,real_amplitudes,1,cobyla,120,137,"[2, 3]","[0, 1, 2]",True,-7.851659247035899,-1.0487065371968272,120,True,,6,62,-6.802952709839071,0.398267577002116,1.5540853030033759,1.9553018109945697
LiH,sto-3g,1.5949,jw,real_amplitudes,2,cobyla,120,137,"[2, 3]","[0, 1, 2]",True,-7.824789870802149,-1.0218371609630854,120,True,,6,62,-6.802952709839063,0.33133981699938886,1.6284357999975327,1.9634660910014645
LiH,sto-3g,2.2,jw,real_amplitudes,1,cobyla,120,137,"[2, 3]","[0, 1, 2]",True,-7.79677557941766,-0.9022115025777022,120,True,,6,62,-6.894564076839957,0.4014167950008414,1.617816602003586,2.0255263819999527
LiH,sto-3g,2.2,jw,real_amplitudes,2,cobyla,120,137,"[2, 3]","[0, 1, 2]",True,-7.765123884711097,-0.870559807871137,120,True,,6,62,-6.89456407683996,0.48765791400364833,1.6900039210013347,2.1799244990033912
