distance,atom,molecule,basis,active_space,active_orbitals,freeze_core,mapper,z2,use_num_particles,num_qubits,num_terms,constant_energy,ref_energy,full_fci_energy,exact_total_energy,vqe_total_energy,exact_vs_ref_abs_error,vqe_vs_exact_abs_error,vqe_vs_ref_abs_error,exact_vs_full_fci_abs_error,vqe_vs_full_fci_abs_error,active_vs_full_fci_abs_error,eval_count,ansatz_name,ansatz_reps,optimizer,optimizer_max_iter,seed,status
0.5,Li 0 0 0; H 0 0 0.5,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.060464974316117,-7.033795929869503,-7.050225035299949,-7.033795929869531,-7.032918919435458,2.842170943040401e-14,0.0008770104340731777,0.000877010434044756,0.016429105430417756,0.017306115864490934,0.016429105430446178,450,real_amplitudes,3,cobyla,450,137,ok
0.6538461538461539,Li 0 0 0; H 0 0 0.6538461538461539,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.340181461119534,-7.410554190427826,-7.427656264844042,-7.410554190427819,-7.408470683912043,7.105427357601002e-15,0.0020835065157758237,0.002083506515782929,0.017102074416222912,0.019185580931998736,0.017102074416215807,450,real_amplitudes,3,cobyla,450,137,ok
0.8076923076923077,Li 0 0 0; H 0 0 0.8076923076923077,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.490787188286858,-7.625517053911119,-7.642275028539795,-7.625517053911114,-7.623938438002769,4.440892098500626e-15,0.0015786159083450713,0.0015786159083495122,0.016757974628681005,0.018336590537026076,0.016757974628676564,450,real_amplitudes,3,cobyla,450,137,ok
0.9615384615384616,Li 0 0 0; H 0 0 0.9615384615384616,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.5896949340964435,-7.747746029805039,-7.763735120911755,-7.747746029805035,-7.747013788555815,3.552713678800501e-15,0.0007322412492198893,0.000732241249223442,0.015989091106719755,0.016721332355939644,0.015989091106716202,450,real_amplitudes,3,cobyla,450,137,ok
1.1153846153846154,Li 0 0 0; H 0 0 1.1153846153846154,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.662254506205452,-7.814871837524526,-7.830480178517567,-7.814871837524529,-7.814201204398671,2.6645352591003757e-15,0.0006706331258579112,0.0006706331258552467,0.01560834099303765,0.01627897411889556,0.015608340993040315,450,real_amplitudes,3,cobyla,450,137,ok
1.2692307692307692,Li 0 0 0; H 0 0 1.2692307692307692,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.7183252213202636,-7.848955760295604,-7.864897135085542,-7.848955760295607,-7.847705996911698,2.6645352591003757e-15,0.0012497633839094746,0.00124976338390681,0.015941374789934848,0.017191138173844323,0.015941374789937512,450,real_amplitudes,3,cobyla,450,137,ok
1.4230769230769231,Li 0 0 0; H 0 0 1.4230769230769231,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.762936571741823,-7.862696283300037,-7.879775170340179,-7.862696283300039,-7.861870768292614,1.7763568394002505e-15,0.0008255150074250039,0.0008255150074232276,0.017078887040139712,0.017904402047564716,0.01707888704014149,450,real_amplitudes,3,cobyla,450,137,ok
1.576923076923077,Li 0 0 0; H 0 0 1.576923076923077,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.79916417242026,-7.863582158038011,-7.882621382365112,-7.86358215803801,-7.862402156508651,8.881784197001252e-16,0.0011800015293594868,0.001180001529360375,0.019039224327102033,0.02021922585646152,0.019039224327101145,450,real_amplitudes,3,cobyla,450,137,ok
1.7307692307692308,Li 0 0 0; H 0 0 1.7307692307692308,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.829077493964484,-7.856266040347029,-7.878104751689469,-7.856266040347029,-7.855113778279565,0.0,0.0011522620674639938,0.0011522620674639938,0.021838711342440753,0.022990973409904747,0.021838711342440753,450,real_amplitudes,3,cobyla,450,137,ok
1.8846153846153846,Li 0 0 0; H 0 0 1.8846153846153846,LiH,sto-3g,"(2, 3)","[0, 1, 2]",True,parity,False,True,4,52,-6.854143606926988,-7.843764425681841,-7.869275300989978,-7.843764425681842,-7.842521590213059,8.881784197001252e-16,0.001242835468782566,0.0012428354687816778,0.025510875308135894,0.02675371077691846,0.025510875308136782,450,real_amplitudes,3,cobyla,450,137,ok
