molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,real_amplitudes,1,cobyla,100,137,-7.8405797645081385,-7.854485245675378,CASCI,0.013905481167239664,8.725814581773394,False,100,True,,,6,62,-6.83354209568903,0.17080675999750383,0.7691908590059029,0.9459316569991643
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,real_amplitudes,1,slsqp,100,137,-7.853383714755325,-7.854485245675378,CASCI,0.001101530920053051,0.69122056611157,True,851,True,,,6,62,-6.83354209568903,0.17278469800658058,5.318825588998152,5.49768149900774
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,real_amplitudes,1,spsa,100,137,-7.753508613923794,-7.854485245675378,CASCI,0.10097663175158456,63.363745213805075,False,200,True,,,6,62,-6.833542095689027,0.17377433799265418,1.9058918700029608,2.0856387539970456
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,real_amplitudes,2,cobyla,100,137,-7.804387569052318,-7.854485245675378,CASCI,0.05009767662305986,31.43674296005967,False,100,True,,,6,62,-6.833542095689023,0.2167204379948089,0.8552491509908577,1.0796612209960585
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,real_amplitudes,2,slsqp,100,137,-7.8540053424039105,-7.854485245675378,CASCI,0.0004799032714677409,0.30114362197545064,True,1256,True,,,6,62,-6.833542095689027,0.25994238299608696,8.20517883800494,8.476780397002585
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,real_amplitudes,2,spsa,100,137,-7.802629750897603,-7.854485245675378,CASCI,0.05185549477777496,32.539789672506785,False,200,True,,,6,62,-6.8335420956890225,0.19498392300738487,1.1853988850052701,1.3877164239966078
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,efficient_su2,1,cobyla,100,137,-7.714612765225076,-7.854485245675378,CASCI,0.1398724804503022,87.77124033488869,False,100,True,,,6,62,-6.833542095689023,0.1694129690004047,0.8046218439994846,0.9827601930010132
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,efficient_su2,1,slsqp,100,137,-7.853382567462267,-7.854485245675378,CASCI,0.0011026782131109414,0.6919405028310337,True,804,True,,,6,62,-6.833542095689026,0.17993438900157344,6.376502995000919,6.564956043992424
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,efficient_su2,1,spsa,100,137,-7.847000474163982,-7.854485245675378,CASCI,0.007484771511395927,4.696761486344546,False,200,True,,,6,62,-6.833542095689026,0.23586910699668806,1.2638823150045937,1.5096115189953707
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,efficient_su2,2,cobyla,100,137,-7.707459736411559,-7.854485245675378,CASCI,0.14702550926381885,92.2598302926297,False,100,True,,,6,62,-6.833542095689022,0.17533677199389786,0.8631325649912469,1.0499578449962428
