distance,fci_energy
0.3,-0.6018037107656848
0.3222222222222222,-0.6948145287556537
0.34444444444444444,-0.7720561312276168
0.36666666666666664,-0.8365169218089967
0.3888888888888889,-0.8905038104721763
0.4111111111111111,-0.9358226359834347
0.43333333333333335,-0.9739045784312601
0.45555555555555555,-1.0058967534897383
0.47777777777777775,-1.0327283718120948
0.5,-1.0551597944706275
0.5222222222222223,-1.073819339164622
0.5444444444444445,-1.089231141649936
0.5666666666666667,-1.1018363829503501
0.5888888888888889,-1.112009539874875
0.6111111111111112,-1.120070875759994
0.6333333333333333,-1.1262960823084152
0.6555555555555556,-1.1309237640964023
0.6777777777777778,-1.134161295198749
0.7,-1.1361894540659252
0.7222222222222222,-1.137166146855757
0.7444444444444445,-1.1372294537198022
0.7666666666666666,-1.1365001725116481
0.788888888888889,-1.1350839869924787
0.8111111111111111,-1.1330733496957661
0.8333333333333333,-1.130549141488195
0.8555555555555556,-1.1275821490916964
0.8777777777777778,-1.124234387115575
0.8999999999999999,-1.1205602812999835
0.9222222222222223,-1.1166077236013716
0.9444444444444444,-1.112419006485389
0.9666666666666668,-1.1080316424857424
0.9888888888888889,-1.1034790750364145
1.011111111111111,-1.0987912872300973
1.0333333333333334,-1.0939953160716605
1.0555555555555556,-1.0891156806911217
1.0777777777777777,-1.0841747336651344
1.1,-1.0791929449690765
1.1222222222222222,-1.0741891281185465
1.1444444444444444,-1.069180617771095
1.1666666666666667,-1.0641834075000773
0.3,-0.6018037107656831
0.3222222222222222,-0.6948145287556546
0.34444444444444444,-0.7720561312276297
0.36666666666666664,-0.8365169218089976
0.3888888888888889,-0.8905038104721696
0.4111111111111111,-0.9358226359834392
0.43333333333333335,-0.9739045784312632
0.45555555555555555,-1.005896753489741
0.47777777777777775,-1.032728371812093
0.5,-1.0551597944706266
0.5222222222222223,-1.0738193391646154
0.5444444444444445,-1.0892311416499378
0.5666666666666667,-1.1018363829503577
0.5888888888888889,-1.1120095398748733
0.6111111111111112,-1.120070875759993
0.6333333333333333,-1.126296082308413
0.6555555555555556,-1.130923764096401
0.6777777777777778,-1.134161295198748
0.7,-1.136189454065919
0.7222222222222222,-1.1371661468557608
0.7444444444444445,-1.1372294537198058
0.7666666666666666,-1.1365001725116528
0.788888888888889,-1.1350839869924783
0.8111111111111111,-1.1330733496957648
0.8333333333333333,-1.130549141488197
0.8555555555555556,-1.1275821490917008
0.8777777777777778,-1.1242343871155762
0.8999999999999999,-1.1205602812999884
0.9222222222222223,-1.1166077236013734
0.9444444444444444,-1.1124190064853878
0.9666666666666668,-1.108031642485738
0.9888888888888889,-1.1034790750364163
1.011111111111111,-1.0987912872300956
1.0333333333333334,-1.0939953160716607
1.0555555555555556,-1.0891156806911213
1.0777777777777777,-1.0841747336651348
1.1,-1.0791929449690738
1.1222222222222222,-1.074189128118543
1.1444444444444444,-1.069180617771096
1.1666666666666667,-1.0641834075000836
1.1888888888888889,-1.0592122556872363
1.211111111111111,-1.054280766579725
1.2333333333333334,-1.0494014525900683
1.2555555555555555,-1.0445857829428205
1.277777777777778,-1.0398442228369826
1.3,-1.0351862664342555
1.3222222222222224,-1.0306204662220033
1.3444444444444446,-1.0261544606474629
1.3666666666666667,-1.021795001378482
1.388888888888889,-1.01754798111135
1.4111111111111112,-1.0134184625079175
1.4333333333333333,-1.0094107085884751
1.4555555555555557,-1.0055282147215472
1.4777777777777779,-1.0017737422208897
1.5,-0.9981493534714119
1.5222222222222224,-0.9946564484481202
1.5444444444444445,-0.9912958024550134
1.5666666666666667,-0.9880676048884025
1.588888888888889,-0.984971498813578
1.6111111111111112,-0.9820066211347098
1.6333333333333335,-0.9791716431289654
1.6555555555555557,-0.9764648111107643
1.6777777777777778,-0.9738839869866296
1.7000000000000002,-0.9714266884583416
1.7222222222222223,-0.9690901286317919
1.7444444444444445,-0.9668712547912315
1.7666666666666668,-0.9647667861057326
1.788888888888889,-0.9627732500451023
1.8111111111111111,-0.9608870172979269
1.8333333333333335,-0.9591043350039616
1.8555555555555556,-0.9574213581361377
1.877777777777778,-0.9558341788939204
1.9000000000000001,-0.9543388539987265
1.9222222222222223,-0.9529314298114442
1.9444444444444446,-0.9516079652236098
1.9666666666666668,-0.9503645523027144
1.988888888888889,-0.9491973347016094
2.011111111111111,-0.9481025238682472
2.033333333333333,-0.9470764131160238
2.0555555555555554,-0.9461153896360442
2.077777777777778,-0.9452159445504162
2.1,-0.944374681119746
2.1222222222222222,-0.9435883212292069
2.1444444444444444,-0.9428537102850348
2.1666666666666665,-0.9421678206578894
2.188888888888889,-0.9415277538114186
2.2111111111111112,-0.9409307412536231
2.2333333333333334,-0.9403741444460367
2.2555555555555555,-0.939855453800837
2.2777777777777777,-0.9393722868905131
2.3,-0.9389223859872733
2.322222222222222,-0.9385036150417981
2.3444444444444446,-0.9381139562022993
2.3666666666666667,-0.9377515059666302
2.388888888888889,-0.9374144710508208
2.411111111111111,-0.9371011640494622
2.433333333333333,-0.9368099989544307
2.4555555555555553,-0.9365394865906241
2.477777777777778,-0.9362882300196957
2.5,-0.9360549199556065
