distance,atom,molecule,basis,active_space,active_orbitals,freeze_core,mapper,z2,use_num_particles,num_qubits,num_terms,constant_energy,ref_energy,full_fci_energy,exact_total_energy,vqe_total_energy,exact_vs_ref_abs_error,vqe_vs_exact_abs_error,vqe_vs_ref_abs_error,exact_vs_full_fci_abs_error,vqe_vs_full_fci_abs_error,active_vs_full_fci_abs_error,eval_count,ansatz_name,ansatz_reps,optimizer,optimizer_max_iter,seed,status
0.5,Be 0 0 0; H 0 0 0.5; H 0 0 -0.5,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-8.661255831973545,-13.667143209581804,-13.689960305740962,-13.667143209581813,-13.667125223414647,8.881784197001252e-15,1.798616716541801e-05,1.7986167156536226e-05,0.02281709615914984,0.02283508232631526,0.022817096159158723,500,real_amplitudes,3,cobyla,500,137,ok
0.6538461538461539,Be 0 0 0; H 0 0 0.6538461538461539; H 0 0 -0.6538461538461539,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-9.79860676286198,-14.661808505536197,-14.680937883486074,-14.661808505536184,-14.661357583557095,1.2434497875801753e-14,0.00045092197908935816,0.00045092197910179266,0.01912937794988956,0.019580299928978917,0.019129377949877124,500,real_amplitudes,3,cobyla,500,137,ok
0.8076923076923077,Be 0 0 0; H 0 0 0.8076923076923077; H 0 0 -0.8076923076923077,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.49147422486347,-15.173426007815937,-15.190877705048418,-15.173426007815939,-15.17317109628097,1.7763568394002505e-15,0.0002549115349683717,0.00025491153496659535,0.01745169723247919,0.017706608767447563,0.017451697232480967,500,real_amplitudes,3,cobyla,500,137,ok
0.9615384615384616,Be 0 0 0; H 0 0 0.9615384615384616; H 0 0 -0.9615384615384616,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.962450089698466,-15.425201817554715,-15.443491944235683,-15.425201817554713,-15.424839854707297,1.7763568394002505e-15,0.00036196284741585316,0.0003619628474176295,0.018290126680970076,0.01865208952838593,0.0182901266809683,500,real_amplitudes,3,cobyla,500,137,ok
1.1153846153846154,Be 0 0 0; H 0 0 1.1153846153846154; H 0 0 -1.1153846153846154,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.304095864764442,-15.535361074322575,-15.556771868491058,-15.535361074322562,-15.535221065045043,1.2434497875801753e-14,0.00014000927751922632,0.00014000927753166081,0.021410794168495784,0.02155080344601501,0.02141079416848335,500,real_amplitudes,3,cobyla,500,137,ok
1.2692307692307692,Be 0 0 0; H 0 0 1.2692307692307692; H 0 0 -1.2692307692307692,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.563156927199426,-15.566988251570027,-15.593536181288144,-15.566988251570027,-15.566583263352136,0.0,0.0004049882178911446,0.0004049882178911446,0.026547929718116592,0.026952917936007736,0.026547929718116592,500,real_amplitudes,3,cobyla,500,137,ok
1.4230769230769231,Be 0 0 0; H 0 0 1.4230769230769231; H 0 0 -1.4230769230769231,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.766219836467926,-15.554400936225463,-15.588122087248358,-15.554400936225475,-15.554391064747483,1.2434497875801753e-14,9.871477992362543e-06,9.871477979928045e-06,0.03372115102288298,0.03373102250087534,0.03372115102289541,500,real_amplitudes,3,cobyla,500,137,ok
1.576923076923077,Be 0 0 0; H 0 0 1.576923076923077; H 0 0 -1.576923076923077,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.929607721832353,-15.5167964630396,-15.560014512416927,-15.516796463039597,-15.516792971600223,3.552713678800501e-15,3.4914393740592686e-06,3.4914393776119823e-06,0.0432180493773302,0.04322154081670426,0.04321804937732665,500,real_amplitudes,3,cobyla,500,137,ok
1.7307692307692308,Be 0 0 0; H 0 0 1.7307692307692308; H 0 0 -1.7307692307692308,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-12.06389501416119,-15.465289494791417,-15.520777747794934,-15.465289494791415,-15.46512985320164,1.7763568394002505e-15,0.00015964158977510579,0.00015964158977688214,0.055488253003519006,0.05564789459329411,0.05548825300351723,500,real_amplitudes,3,cobyla,500,137,ok
1.8846153846153846,Be 0 0 0; H 0 0 1.8846153846153846; H 0 0 -1.8846153846153846,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-12.17621951109016,-15.406680248809781,-15.477754206538325,-15.406680248809774,-15.406457765789007,7.105427357601002e-15,0.00022248302076732784,0.00022248302077443327,0.07107395772855085,0.07129644074931818,0.07107395772854375,500,real_amplitudes,3,cobyla,500,137,ok
2.0384615384615383,Be 0 0 0; H 0 0 2.0384615384615383; H 0 0 -2.0384615384615383,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,4,62,-12.271566613081088,-15.371955086310871,-15.435994156807954,-15.371955086312333,-15.359000728773475,1.4619416788264061e-12,0.012954357538857764,0.012954357537395822,0.06403907049562108,0.07699342803447884,0.06403907049708302,500,real_amplitudes,3,cobyla,500,137,ok
2.1923076923076925,Be 0 0 0; H 0 0 2.1923076923076925; H 0 0 -2.1923076923076925,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,4,62,-12.35352067941691,-15.32127497421337,-15.399276541362834,-15.321274974213374,-15.286384503668966,3.552713678800501e-15,0.03489047054440775,0.034890470544404195,0.07800156714946027,0.11289203769386802,0.07800156714946382,500,real_amplitudes,3,cobyla,500,137,ok
2.3461538461538463,Be 0 0 0; H 0 0 2.3461538461538463; H 0 0 -2.3461538461538463,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,4,62,-12.424723371378288,-15.278582181605099,-15.370601714540207,-15.27858218160763,-15.272031499329064,2.531308496145357e-12,0.006550682278566811,0.006550682276035502,0.09201953293257681,0.09857021521114362,0.09201953293510812,500,real_amplitudes,3,cobyla,500,137,ok
2.5,Be 0 0 0; H 0 0 2.5; H 0 0 -2.5,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,4,62,-12.487163866717475,-15.248767094748395,-15.351834313515456,-15.248767094748382,-15.126819983344408,1.2434497875801753e-14,0.12194711140397452,0.12194711140398695,0.10306721876707314,0.22501433017104766,0.10306721876706071,500,real_amplitudes,3,cobyla,500,137,ok
