molecule,run_label,noise_source,backend_name,shots,basis,distance,mapper,ansatz,reps,optimizer,max_iter,seed,active_space,active_orbitals,freeze_core,energy,reference_energy,reference_method,fci_energy,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,vqe_raw_energy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
BeH2,statevector,,,,sto-3g,0.5,jw,efficient_su2,2,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-13.646157428519045,-13.667143209581802,CASCI,-13.667143209581802,0.02098578106275717,13.16876648890969,False,-4.984901596545527,2010,True,,,8,61,-8.661255831973518,0.4648079959997631,30.4239433140001,30.892545812000208
BeH2,statevector,,,,sto-3g,0.5,jw,efficient_su2,2,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-13.44298224972762,-13.667143209581802,CASCI,-13.667143209581802,0.22416095985418139,140.6630197571375,False,-4.781726417754093,200,True,,,8,61,-8.661255831973529,0.3980403440000373,2.9134532920006677,3.314733845999399
BeH2,statevector,,,,sto-3g,0.8,jw,real_amplitudes,1,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-14.996568976338715,-15.15532997187706,CASCI,-15.15532997187706,0.158760995538346,99.62395354927196,False,-4.533377276469683,100,True,,,8,61,-10.463191699869032,0.3609233859997403,1.314204355999209,1.6773452520001229
BeH2,statevector,,,,sto-3g,0.8,jw,real_amplitudes,1,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-14.748813997268911,-15.15532997187706,CASCI,-15.15532997187706,0.4065159746081495,255.09243271038528,False,-4.28562229739986,969,True,,,8,61,-10.46319169986905,0.36648878200048784,9.856266538000455,10.224886478999906
BeH2,statevector,,,,sto-3g,0.8,jw,real_amplitudes,1,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-15.015864060591557,-15.15532997187706,CASCI,-15.15532997187706,0.13946591128550345,87.51611452485498,False,-4.552672360722511,200,True,,,8,61,-10.463191699869046,0.37424211599955015,2.063785149999603,2.440104094999697
BeH2,statevector,,,,sto-3g,0.8,jw,real_amplitudes,2,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-14.936790034881689,-15.15532997187706,CASCI,-15.15532997187706,0.21853993699537178,137.13577732402874,False,-4.4735983350126425,100,True,,,8,61,-10.463191699869046,0.37665187299990066,1.5461836949998542,1.925115691999963
BeH2,statevector,,,,sto-3g,0.8,jw,real_amplitudes,2,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-15.15075036282921,-15.15532997187706,CASCI,-15.15532997187706,0.004579609047850042,2.8737458940073317,False,-4.687558662960163,2006,True,,,8,61,-10.463191699869046,0.37882916899980046,25.735786476999237,26.117320075999487
BeH2,statevector,,,,sto-3g,0.8,jw,real_amplitudes,2,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-14.945439171366358,-15.15532997187706,CASCI,-15.15532997187706,0.20989080051070275,131.70836633767058,False,-4.482247471497315,200,True,,,8,61,-10.463191699869043,0.32807385900014197,2.342911847000323,2.675934623000103
BeH2,statevector,,,,sto-3g,0.8,jw,efficient_su2,1,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-14.620383746382082,-15.15532997187706,CASCI,-15.15532997187706,0.5349462254949788,335.6835710141287,False,-4.157192046513035,100,True,,,8,61,-10.463191699869046,0.40675749500042,1.5758710560003237,1.9857608639995306
BeH2,statevector,,,,sto-3g,0.8,jw,efficient_su2,1,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-15.145997721155556,-15.15532997187706,CASCI,-15.15532997187706,0.009332250721504565,5.856071318000608,False,-4.6828060212864955,1124,True,,,8,61,-10.46319169986906,0.37835705199995573,15.57651671199983,15.957761071000277
