distance,atom,molecule,basis,active_space,active_orbitals,freeze_core,mapper,z2,use_num_particles,num_qubits,num_terms,constant_energy,ref_energy,full_fci_energy,exact_total_energy,vqe_total_energy,exact_vs_ref_abs_error,vqe_vs_exact_abs_error,vqe_vs_ref_abs_error,exact_vs_full_fci_abs_error,vqe_vs_full_fci_abs_error,active_vs_full_fci_abs_error,eval_count,ansatz_name,ansatz_reps,optimizer,optimizer_max_iter,seed,status
0.5,Be 0 0 0; H 0 0 0.5; H 0 0 -0.5,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-8.661255831973536,-13.667143209581804,-13.689960305740952,-13.667143209581788,-13.667094090854519,1.5987211554602254e-14,4.9118727268648854e-05,4.9118727284636066e-05,0.022817096159164052,0.0228662148864327,0.022817096159148065,450,real_amplitudes,2,cobyla,450,137,ok
0.6538461538461539,Be 0 0 0; H 0 0 0.6538461538461539; H 0 0 -0.6538461538461539,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-9.798606762861986,-14.661808505536197,-14.68093788348607,-14.661808505536193,-14.661682559971071,3.552713678800501e-15,0.0001259455651219099,0.00012594556512546262,0.019129377949877124,0.019255323514999034,0.01912937794987357,450,real_amplitudes,2,cobyla,450,137,ok
0.8076923076923077,Be 0 0 0; H 0 0 0.8076923076923077; H 0 0 -0.8076923076923077,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.49147422486347,-15.173426007815937,-15.190877705048408,-15.173426007815932,-14.56504575916369,5.329070518200751e-15,0.6083802486522423,0.6083802486522476,0.017451697232475638,0.6258319458847179,0.01745169723247031,450,real_amplitudes,2,cobyla,450,137,ok
0.9615384615384616,Be 0 0 0; H 0 0 0.9615384615384616; H 0 0 -0.9615384615384616,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.96245008969847,-15.425201817554715,-15.443491944235694,-15.425201817554722,-15.41878466995129,7.105427357601002e-15,0.006417147603432483,0.006417147603425377,0.018290126680971852,0.024707274284404335,0.018290126680978958,450,real_amplitudes,2,cobyla,450,137,ok
1.1153846153846154,Be 0 0 0; H 0 0 1.1153846153846154; H 0 0 -1.1153846153846154,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.304095864764452,-15.535361074322575,-15.556771868491062,-15.53536107432257,-15.529504913431953,5.329070518200751e-15,0.0058561608906160245,0.005856160890621354,0.02141079416849223,0.027266955059108255,0.021410794168486902,450,real_amplitudes,2,cobyla,450,137,ok
1.2692307692307692,Be 0 0 0; H 0 0 1.2692307692307692; H 0 0 -1.2692307692307692,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.563156927199413,-15.566988251570027,-15.59353618128814,-15.56698825157002,-15.561333382211252,7.105427357601002e-15,0.005654869358767911,0.0056548693587750165,0.026547929718120145,0.032202799076888056,0.02654792971811304,450,real_amplitudes,2,cobyla,450,137,ok
1.4230769230769231,Be 0 0 0; H 0 0 1.4230769230769231; H 0 0 -1.4230769230769231,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.766219836467926,-15.554400936225463,-15.588122087248362,-15.55440093622547,-15.55043240015912,7.105427357601002e-15,0.00396853606634906,0.0039685360663419544,0.03372115102289186,0.03768968708924092,0.033721151022898965,450,real_amplitudes,2,cobyla,450,137,ok
1.576923076923077,Be 0 0 0; H 0 0 1.576923076923077; H 0 0 -1.576923076923077,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.929607721832351,-15.5167964630396,-15.560014512416934,-15.516796463039599,-15.512230181683954,1.7763568394002505e-15,0.004566281355645074,0.004566281355646851,0.04321804937733553,0.04778433073298061,0.043218049377333756,450,real_amplitudes,2,cobyla,450,137,ok
1.7307692307692308,Be 0 0 0; H 0 0 1.7307692307692308; H 0 0 -1.7307692307692308,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-12.063895014161197,-15.465289494791417,-15.520777747794934,-15.465289494791428,-15.460650818569695,1.0658141036401503e-14,0.0046386762217327515,0.004638676221722093,0.05548825300350657,0.06012692922523932,0.05548825300351723,450,real_amplitudes,2,cobyla,450,137,ok
1.8846153846153846,Be 0 0 0; H 0 0 1.8846153846153846; H 0 0 -1.8846153846153846,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-12.17621951109016,-15.406680248809781,-15.477754206538314,-15.406680248809781,-15.400696547839768,0.0,0.005983700970013217,0.005983700970013217,0.07107395772853309,0.0770576586985463,0.07107395772853309,450,real_amplitudes,2,cobyla,450,137,ok
