distance,atom,molecule,basis,active_space,active_orbitals,freeze_core,mapper,z2,use_num_particles,num_qubits,num_terms,constant_energy,ref_energy,full_fci_energy,exact_total_energy,vqe_total_energy,exact_vs_ref_abs_error,vqe_vs_exact_abs_error,vqe_vs_ref_abs_error,exact_vs_full_fci_abs_error,vqe_vs_full_fci_abs_error,active_vs_full_fci_abs_error,eval_count,ansatz_name,ansatz_reps,optimizer,optimizer_max_iter,seed,status
0.5,Be 0 0 0; H 0 0 0.5; H 0 0 -0.5,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-8.661255831973525,-13.667143209581804,-13.689960305740952,-13.667143209581786,-13.666579483440836,1.7763568394002505e-14,0.0005637261409514,0.0005637261409674466,0.02281709615916583,0.02338082230011551,0.022817096159148065,360,real_amplitudes,2,cobyla,360,137,ok
0.6076923076923076,Be 0 0 0; H 0 0 0.6076923076923076; H 0 0 -0.6076923076923076,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-9.520852167981,,,-14.428850372766409,-14.428307292657102,,0.0005430801093062,,,,,360,real_amplitudes,2,cobyla,360,137,ok
0.6538461538461539,Be 0 0 0; H 0 0 0.6538461538461539; H 0 0 -0.6538461538461539,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-9.798606762861986,-14.661808505536197,-14.68093788348607,-14.661808505536193,-14.66158621052606,3.552713678800501e-15,0.00022229501013271147,0.00022229501013626418,0.019129377949877124,0.019351672960009836,0.01912937794987357,360,real_amplitudes,2,cobyla,360,137,ok
0.7153846153846154,Be 0 0 0; H 0 0 0.7153846153846154; H 0 0 -0.7153846153846154,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.111872803781278,,,-14.908636374148209,-14.907941865475545,,0.0006945086726659,,,,,360,real_amplitudes,2,cobyla,360,137,ok
0.8076923076923077,Be 0 0 0; H 0 0 0.8076923076923077; H 0 0 -0.8076923076923077,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.491474224863467,-15.173426007815937,-15.190877705048408,-15.17342600781593,-14.565038355963642,7.105427357601002e-15,0.6083876518522882,0.6083876518522953,0.017451697232477414,0.6258393490847656,0.01745169723247031,360,real_amplitudes,2,cobyla,360,137,ok
0.823076923076923,Be 0 0 0; H 0 0 0.823076923076923; H 0 0 -0.823076923076923,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.546456884698191,,,-15.207747162624084,-15.205844309194628,,0.0019028534294562,,,,,360,real_amplitudes,2,cobyla,360,137,ok
0.9307692307692308,Be 0 0 0; H 0 0 0.9307692307692308; H 0 0 -0.9307692307692308,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.88064519633932,,,-15.388943702887406,-15.381833391880548,,0.0071103110068584,,,,,360,real_amplitudes,2,cobyla,360,137,ok
0.9615384615384616,Be 0 0 0; H 0 0 0.9615384615384616; H 0 0 -0.9615384615384616,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-10.962450089698466,-15.425201817554715,-15.443491944235694,-15.425201817554713,-15.418729502608565,1.7763568394002505e-15,0.006472314946147861,0.006472314946149638,0.018290126680980734,0.024762441627128595,0.018290126680978958,360,real_amplitudes,2,cobyla,360,137,ok
1.0384615384615383,Be 0 0 0; H 0 0 1.0384615384615383; H 0 0 -1.0384615384615383,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.145866292834947,,,-15.493135300663686,-15.48648442190516,,0.0066508787585277,,,,,360,real_amplitudes,2,cobyla,360,137,ok
1.1,Be 0 0 0; H 0 0 1.1; H 0 0 -1.1,BeH2,sto-3g,"(4, 4)","[0, 1, 2, 3]",True,parity,True,True,3,20,-11.274213606731449,,,-15.528632692194163,-15.52425058246596,,0.0043821097282048,,,,,360,real_amplitudes,2,cobyla,360,137,ok
