molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
BeH2,sto-3g,dense_best_curve_sto3g,0.5,jw,puccsd,1,slsqp,100,137,-13.667084135522014,-13.667143209581804,CASCI,5.907405978966551e-05,0.037069504184553216,True,119,True,,,8,61,-8.661255831973534,0.4659608749934705,16.12367616299889,17.213929493998876
BeH2,sto-3g,dense_best_curve_sto3g,0.6076923076923076,jw,puccsd,1,slsqp,100,137,-14.42879743704988,-14.428850372766426,CASCI,5.293571654618745e-05,0.03321763855418154,True,145,True,,,8,61,-9.520852167981008,0.4321904709941009,19.841369839006802,20.89683497599617
BeH2,sto-3g,dense_best_curve_sto3g,0.625,jw,puccsd,1,slsqp,100,137,-14.521562299443069,-14.521615071318957,CASCI,5.2771875887813735e-05,0.03311482706648611,True,145,True,,,8,61,-9.629986573996174,0.3922711490013171,18.378168859999278,19.371168521000072
BeH2,sto-3g,dense_best_curve_sto3g,0.6538461538461539,jw,puccsd,1,slsqp,100,137,-14.661756253369044,-14.661808505536197,CASCI,5.225216715309955e-05,0.03278870515807435,True,146,True,,,8,61,-9.79860676286199,0.4427341330010677,17.915967122011352,18.887334026992903
BeH2,sto-3g,dense_best_curve_sto3g,0.6565656565656566,jw,puccsd,1,slsqp,100,137,-14.674103544937712,-14.67415578254896,CASCI,5.223761124817372e-05,0.032779571196730244,True,146,True,,,8,61,-9.813717205401153,0.46759589499561116,18.39625303899811,19.39553308900213
BeH2,sto-3g,dense_best_curve_sto3g,0.6881313131313131,jw,puccsd,1,slsqp,100,137,-14.807337289418061,-14.80738943425753,CASCI,5.214483946858195e-05,0.03272135607009039,True,146,True,,,8,61,-9.980172831662484,0.38165101999766193,18.54001702000096,19.50043503199413
