molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,total_experiment_s
BeH2,sto-3g,presentation_range_curve_sto3g,0.5,jw,puccsd,1,slsqp,100,137,-13.667084134891816,-13.667143209581804,CASCI,5.9074689987781426e-05,0.037069899639542735,True,119,True,,,8,61,-8.661255831973518,16.88000797999848
BeH2,sto-3g,presentation_range_curve_sto3g,0.9307692307692308,jw,puccsd,1,slsqp,100,137,-15.388936153934878,-15.38894370288741,CASCI,7.548952531521991e-06,0.004737035654102833,True,369,True,,,8,61,-10.88064519633933,44.57330724700296
BeH2,sto-3g,presentation_range_curve_sto3g,1.2230769230769232,jw,puccsd,1,slsqp,100,137,-15.563322005207532,-15.563326517957016,CASCI,4.512749484320011e-06,0.002831790916156166,True,370,True,,,8,61,-11.492272592336349,42.13747969598626
BeH2,sto-3g,presentation_range_curve_sto3g,1.414141414141414,jw,puccsd,1,slsqp,100,137,-15.555951152851597,-15.555953984186289,CASCI,2.831334692032783e-06,0.0017766880012627998,True,383,True,,,8,61,-11.755635684367885,44.77178787099547
BeH2,sto-3g,presentation_range_curve_sto3g,1.6666666666666667,jw,puccsd,1,slsqp,100,137,-15.487933208182977,-15.487935067271827,CASCI,1.8590888508640546e-06,0.001166594985716852,True,356,True,,,8,61,-12.01096098288874,45.167486110993195
BeH2,sto-3g,presentation_range_curve_sto3g,1.9,jw,puccsd,1,slsqp,100,137,-15.400612499908451,-15.400613664693845,CASCI,1.1647853934704244e-06,0.0007309133174712326,True,264,True,,,8,61,-12.186449941297298,27.533283505006693
BeH2,sto-3g,presentation_range_curve_sto3g,2.3295454545454546,jw,puccsd,1,slsqp,100,137,-15.279788074680067,-15.282657007771697,CASCI,0.002868933091630055,1.8002813353956841,False,774,True,,,8,105,-12.4174895541679,51.683400984999025
BeH2,sto-3g,presentation_range_curve_sto3g,2.73989898989899,jw,puccsd,1,slsqp,100,137,-15.200320543651744,-15.239512662701063,CASCI,0.03919211904931963,24.593407432519513,False,395,True,,,8,105,-12.570545255515679,29.90008975598903
BeH2,sto-3g,presentation_range_curve_sto3g,3.2449494949494957,jw,puccsd,1,slsqp,100,137,-15.262325954567942,-15.272820295242724,CASCI,0.010494340674782165,6.585293222491882,False,693,True,,,8,105,-12.705816132597674,48.72767790099897
BeH2,sto-3g,presentation_range_curve_sto3g,3.75,jw,puccsd,1,slsqp,100,137,-15.287519492322124,-15.299736773513162,CASCI,0.012217281191038154,7.666453902907161,False,345,True,,,8,105,-12.804655791256957,25.01153744000476
