molecule,run_label,noise_source,backend_name,shots,basis,distance,mapper,ansatz,reps,optimizer,max_iter,seed,active_space,active_orbitals,freeze_core,energy,reference_energy,reference_method,fci_energy,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,vqe_raw_energy,eval_count,success,error,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
Li2O_linear,statevector,,,,6-31g,1.2,jw,real_amplitudes,1,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.27858437111554,-89.50895084298133,CASCI,-89.50895084298133,0.23036647186579273,144.55703439403175,False,-21.08449519643192,100,True,,8,61,-68.19408917468363,1.0397622750024311,1.401973337007803,2.44433372101048
Li2O_linear,statevector,,,,6-31g,1.2,jw,real_amplitudes,1,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.334283468576,-89.50895084298133,CASCI,-89.50895084298133,0.1746673744053311,109.60534944571491,False,-21.140194293892375,428,True,,8,61,-68.19408917468363,1.1656135889934376,5.474223723998875,6.645911049999995
Li2O_linear,statevector,,,,6-31g,1.2,jw,real_amplitudes,1,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.25529290231233,-89.50895084298133,CASCI,-89.50895084298133,0.25365794066900094,159.17264069126412,False,-21.061203727628705,200,True,,8,61,-68.19408917468363,0.8041021850076504,2.2151097419991856,3.021382765000453
Li2O_linear,statevector,,,,6-31g,1.2,jw,real_amplitudes,2,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.30022827062187,-89.50895084298133,CASCI,-89.50895084298133,0.2087225723594628,130.97529265871412,False,-21.10613909593816,100,True,,8,61,-68.19408917468371,0.7530101940064924,1.4407353730057366,2.196932630991796
Li2O_linear,statevector,,,,6-31g,1.2,jw,real_amplitudes,2,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.15960080524707,-89.50895084298133,CASCI,-89.50895084298133,0.3493500377342684,219.22029282859305,False,-20.96551163056339,475,True,,8,61,-68.19408917468367,0.8091220850037644,6.385278879010002,7.196837636991404
Li2O_linear,statevector,,,,6-31g,1.2,jw,real_amplitudes,2,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.24721160993391,-89.50895084298133,CASCI,-89.50895084298133,0.26173923304742175,164.24372439035457,False,-21.053122435250252,200,True,,8,61,-68.19408917468365,0.8053357890021289,2.2273492789972806,3.035274316993309
Li2O_linear,statevector,,,,6-31g,1.2,jw,efficient_su2,1,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-88.27640925121435,-89.50895084298133,CASCI,-89.50895084298133,1.2325415917669886,773.4309417081113,False,-20.082320076530692,100,True,,8,61,-68.19408917468365,0.6931379079906037,1.5892718599934597,2.286044434993528
Li2O_linear,statevector,,,,6-31g,1.2,jw,efficient_su2,1,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-88.98485009774686,-89.50895084298133,CASCI,-89.50895084298133,0.5241007452344775,328.87793454134174,False,-20.79076092306326,1257,True,,8,61,-68.1940891746836,0.8142121099954238,17.506263185001444,18.325481466992642
Li2O_linear,statevector,,,,6-31g,1.2,jw,efficient_su2,1,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.00712274022843,-89.50895084298133,CASCI,-89.50895084298133,0.5018281027529099,314.90165093037575,False,-20.81303356554474,200,True,,8,61,-68.19408917468368,0.7437853980081854,2.495921007997822,3.242479986001854
Li2O_linear,statevector,,,,6-31g,1.2,jw,efficient_su2,2,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-87.44269549293733,-89.50895084298133,CASCI,-89.50895084298133,2.0662553500440026,1296.593828450762,False,-19.248606318253714,100,True,,8,61,-68.19408917468363,0.7784259369946085,1.687034702001256,2.469797234996804
Li2O_linear,statevector,,,,6-31g,1.2,jw,efficient_su2,2,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.50894447448272,-89.50895084298133,CASCI,-89.50895084298133,6.36849861734845e-06,0.003996290198873709,True,-21.314855299799056,1618,True,,8,61,-68.19408917468367,0.7476392370008398,28.644625501998235,29.39837533699756
Li2O_linear,statevector,,,,6-31g,1.2,jw,efficient_su2,2,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.1190115482089,-89.50895084298133,CASCI,-89.50895084298133,0.3899392947724323,244.6904169233542,False,-20.92492237352522,200,True,,8,61,-68.19408917468368,0.7507386790093733,3.4340461949905148,4.188726300009876
Li2O_linear,statevector,,,,6-31g,1.5,jw,real_amplitudes,1,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.71217358330145,-89.75092203081446,CASCI,-89.75092203081446,0.038748447513015094,24.31499955044459,False,-20.536204502479045,100,True,,8,61,-69.17596908082241,0.7521814089996042,1.601228223007638,2.356866700996761
Li2O_linear,statevector,,,,6-31g,1.5,jw,real_amplitudes,1,slsqp,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.60742637319662,-89.75092203081446,CASCI,-89.75092203081446,0.14349565761784788,90.04481661611811,False,-20.431457292374144,392,True,,8,61,-69.17596908082247,0.7716267869982403,4.293889223001315,5.0682369860005565
Li2O_linear,statevector,,,,6-31g,1.5,jw,real_amplitudes,1,spsa,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.61162478329759,-89.75092203081446,CASCI,-89.75092203081446,0.139297247516879,87.41027649206923,False,-20.43565570247516,200,True,,8,61,-69.17596908082243,0.6681823499966413,2.101339001004817,2.771693654009141
Li2O_linear,statevector,,,,6-31g,1.5,jw,real_amplitudes,2,cobyla,100,137,"[4, 4]","[0, 1, 2, 3]",True,-89.50547756961623,-89.75092203081446,CASCI,-89.75092203081446,0.2454444611982325,154.01860840204168,False,-20.329508488793813,100,True,,8,61,-69.17596908082241,0.7587301019957522,1.4345405679923715,2.196215988995391
