molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,total_experiment_s
H2,sto-3g,presentation_range_curve_sto3g,1.559027777777778,jw,puccsd,1,cobyla,100,137,-0.9891623691508022,-0.989162369792964,FCI,6.421617682050851e-10,4.0296228900460473e-07,True,40,True,,,4,15,0.3394276987638308,0.6292537889967207
H2,sto-3g,presentation_range_curve_sto3g,1.5763888888888888,jw,puccsd,1,cobyla,100,137,-0.9866968435239126,-0.9866968447198632,FCI,1.195950560806125e-09,7.504697404608907e-07,True,41,True,,,4,15,0.3356895082488106,0.6700123960035853
H2,sto-3g,presentation_range_curve_sto3g,1.59375,jw,puccsd,1,cobyla,100,137,-0.984311755590161,-0.98431175766336,FCI,2.073198945851118e-09,1.3009509973120892e-06,True,47,True,,,4,15,0.33203275979294117,1.6052856140013319
H2,sto-3g,presentation_range_curve_sto3g,1.6111111111111112,jw,puccsd,1,cobyla,100,137,-0.9820066188736329,-0.9820066211347084,FCI,2.261075437992588e-09,1.418845187019291e-06,True,40,True,,,4,15,0.32845482057103453,1.0443976090027718
H2,sto-3g,presentation_range_curve_sto3g,1.6284722222222223,jw,puccsd,1,cobyla,100,137,-0.979780776391705,-0.9797807774964205,FCI,1.104715430244596e-09,6.932188749173562e-07,True,37,True,,,4,15,0.32495317003189766,0.7258875020052074
H2,sto-3g,presentation_range_curve_sto3g,1.6458333333333337,jw,puccsd,1,cobyla,100,137,-0.9776334083700979,-0.977633410802661,FCI,2.4325630398891462e-09,1.5264552005977984e-06,True,45,True,,,4,15,0.3215253939767088,0.8672778119944269
H2,sto-3g,presentation_range_curve_sto3g,1.6631944444444444,jw,puccsd,1,cobyla,100,137,-0.9755635549300294,-0.9755635586149288,FCI,3.6848993856253287e-09,2.3123075285743646e-06,True,41,True,,,4,15,0.31816917900826724,0.69261531799566
H2,sto-3g,presentation_range_curve_sto3g,1.6805555555555556,jw,puccsd,1,cobyla,100,137,-0.9735701227941157,-0.9735701237498336,FCI,9.55717949224777e-10,5.997216146000906e-07,True,40,True,,,4,15,0.31488230732429756,0.6765289489994757
H2,sto-3g,presentation_range_curve_sto3g,1.6979166666666667,jw,puccsd,1,cobyla,100,137,-0.971651883110424,-0.9716518859158426,FCI,2.8054185641224194e-09,1.7604253977538953e-06,True,44,True,,,4,15,0.31166265183018405,0.8348031280038413
H2,sto-3g,presentation_range_curve_sto3g,1.715277777777778,jw,puccsd,1,cobyla,100,137,-0.9698075130639776,-0.9698075131959174,FCI,1.319397924248733e-10,8.279340720473983e-08,True,42,True,,,4,15,0.308508171548502,0.9110331849951763
H2,sto-3g,presentation_range_curve_sto3g,1.7326388888888888,jw,puccsd,1,cobyla,100,137,-0.9680355731118738,-0.9680355733334864,FCI,2.2161261714614966e-10,1.3906391177276322e-07,True,40,True,,,4,15,0.3054169073045291,0.638879423000617
H2,sto-3g,presentation_range_curve_sto3g,1.75,jw,puccsd,1,cobyla,100,137,-0.966334544698991,-0.96633454478031,FCI,8.131895157248437e-11,5.1028373982298096e-08,True,38,True,,,4,15,0.3023869776685715,0.6073255319934106
H2,sto-3g,presentation_range_curve_sto3g,1.7673611111111112,jw,puccsd,1,cobyla,100,137,-0.964702826072583,-0.964702827466069,FCI,1.3934859932618338e-09,8.744250021457401e-07,True,43,True,,,4,15,0.29941657513744596,0.6444830339896725
H2,sto-3g,presentation_range_curve_sto3g,1.7847222222222223,jw,puccsd,1,cobyla,100,137,-0.9631387529129108,-0.9631387532515742,FCI,3.3866331961007745e-10,2.1251428102520008e-07,True,43,True,,,4,15,0.2965039625388327,0.6427413229976082
H2,sto-3g,presentation_range_curve_sto3g,1.8020833333333333,jw,puccsd,1,cobyla,100,137,-0.9616405895075986,-0.961640596029784,FCI,6.522185458379681e-09,4.092730074802375e-06,True,39,True,,,4,15,0.2936474696434683,0.5939231520023895
H2,sto-3g,presentation_range_curve_sto3g,1.8194444444444444,jw,puccsd,1,cobyla,100,137,-0.9602065781760394,-0.9602065814418116,FCI,3.265772208216333e-09,2.0493014526056232e-06,True,45,True,,,4,15,0.2908454899712977,0.6550123300112318
H2,sto-3g,presentation_range_curve_sto3g,1.836805555555556,jw,puccsd,1,cobyla,100,137,-0.9588348954319093,-0.958834896178197,FCI,7.462876983055367e-10,4.68302247276009e-07,True,40,True,,,4,15,0.2880964777787523,0.5805558409920195
H2,sto-3g,presentation_range_curve_sto3g,1.8541666666666667,jw,puccsd,1,cobyla,100,137,-0.9575236952253203,-0.957523696839354,FCI,1.614033684482763e-09,1.0128206633160942e-06,True,42,True,,,4,15,0.2853989452152809,0.5937176299921703
H2,sto-3g,presentation_range_curve_sto3g,1.871527777777778,jw,puccsd,1,cobyla,100,137,-0.9562711162870388,-0.9562711183332137,FCI,2.0461748961864146e-09,1.283993162931041e-06,True,42,True,,,4,15,0.2827514596381447,0.6240135330008343
H2,sto-3g,presentation_range_curve_sto3g,1.888888888888889,jw,puccsd,1,cobyla,100,137,-0.955075279128307,-0.9550752817917753,FCI,2.6634682237514085e-09,1.6713502816180225e-06,True,44,True,,,4,15,0.2801526410752941,0.6296523759956472
H2,sto-3g,presentation_range_curve_sto3g,1.90625,jw,puccsd,1,cobyla,100,137,-0.9539342991847861,-0.9539343019927088,FCI,2.8079226721544615e-09,1.761996748080974e-06,True,37,True,,,4,15,0.27760115982688527,0.5664379119989462
H2,sto-3g,presentation_range_curve_sto3g,1.9236111111111112,jw,puccsd,1,cobyla,100,137,-0.9528462926443582,-0.9528462942765944,FCI,1.6322362350607023e-09,1.0242429276267062e-06,True,36,True,,,4,15,0.2750957341966787,0.6729658030089922
H2,sto-3g,presentation_range_curve_sto3g,1.9409722222222223,jw,puccsd,1,cobyla,100,137,-0.9518093794806937,-0.951809380954139,FCI,1.4734453657183622e-09,9.246002279965638e-07,True,48,True,,,4,15,0.2726351283451878,1.7895756310026627
H2,sto-3g,presentation_range_curve_sto3g,1.9583333333333333,jw,puccsd,1,cobyla,100,137,-0.950821692168516,-0.9508216972021332,FCI,5.0336171897313875e-09,3.1586400891111534e-06,True,43,True,,,4,15,0.27021815025702134,0.7957252210035222
H2,sto-3g,presentation_range_curve_sto3g,1.9756944444444444,jw,puccsd,1,cobyla,100,137,-0.9498813948303929,-0.9498813964507832,FCI,1.6203902664102543e-09,1.0168094756848322e-06,True,45,True,,,4,15,0.26784364981539543,0.8134148690005532
H2,sto-3g,presentation_range_curve_sto3g,1.993055555555556,jw,puccsd,1,cobyla,100,137,-0.9489866549764143,-0.948986655268684,FCI,2.922696529239488e-10,1.834018376366542e-07,True,39,True,,,4,15,0.2655105169772822,0.6753378180001164
H2,sto-3g,presentation_range_curve_sto3g,2.010416666666667,jw,puccsd,1,cobyla,100,137,-0.9481356758809549,-0.9481356777551284,FCI,1.8741734830740597e-09,1.1760607281903202e-06,True,47,True,,,4,15,0.2632176800431088,0.6766007760015782
H2,sto-3g,presentation_range_curve_sto3g,2.0277777777777777,jw,puccsd,1,cobyla,100,137,-0.9473266972480643,-0.9473266994525114,FCI,2.20444706933165e-09,1.3833103760292342e-06,True,36,True,,,4,15,0.2609641040153425,0.5288435130059952
H2,sto-3g,presentation_range_curve_sto3g,2.0451388888888893,jw,puccsd,1,cobyla,100,137,-0.9465579889095258,-0.9465579907943132,FCI,1.884787437234081e-09,1.182721079951321e-06,True,37,True,,,4,15,0.2587487890406791,0.5425888579920866
H2,sto-3g,presentation_range_curve_sto3g,2.0625,jw,puccsd,1,cobyla,100,137,-0.9458278595013636,-0.9458278601066588,FCI,6.052951473378698e-10,3.7982815261083935e-07,True,51,True,,,4,15,0.25657076893090913,0.762553955995827
