molecule,run_label,noise_source,backend_name,shots,basis,distance,mapper,ansatz,reps,optimizer,max_iter,seed,active_space,active_orbitals,freeze_core,energy,reference_energy,reference_method,fci_energy,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,vqe_raw_energy,eval_count,success,error,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
H2,statevector,,,,sto-3g,0.35,jw,real_amplitudes,1,cobyla,100,137,null,null,False,-0.7799949646787521,-0.7892693924044141,FCI,-0.7892693924044141,0.009274427725662004,5.8197868677024385,False,-2.2919298530216095,100,True,,4,15,1.5119348883428574,0.3211611729930155,1.0294819390110206,1.360631921008462
H2,statevector,,,,sto-3g,0.35,jw,real_amplitudes,1,slsqp,100,137,null,null,False,-0.7804547244747011,-0.7892693924044141,FCI,-0.7892693924044141,0.008814667929712972,5.531283457906257,False,-2.2923896128175585,99,True,,4,15,1.5119348883428574,0.19282983399170917,0.6625196840032004,0.858221244008746
H2,statevector,,,,sto-3g,0.35,jw,real_amplitudes,1,spsa,100,137,null,null,False,-0.773066042990336,-0.7892693924044141,FCI,-0.7892693924044141,0.016203349414078083,10.167747587478724,False,-2.2850009313331934,200,True,,4,15,1.5119348883428574,0.20820335499593057,1.1587269839947112,1.3698054289998254
H2,statevector,,,,sto-3g,0.35,jw,real_amplitudes,2,cobyla,100,137,null,null,False,-0.7798130065351694,-0.7892693924044141,FCI,-0.7892693924044141,0.009456385869244688,5.933967240423865,False,-2.2917478948780268,100,True,,4,15,1.5119348883428574,0.1789871770015452,0.9122091939934762,1.0934500289877178
H2,statevector,,,,sto-3g,0.35,jw,real_amplitudes,2,slsqp,100,137,null,null,False,-0.7804548591575922,-0.7892693924044141,FCI,-0.7892693924044141,0.00881453324682191,5.5311989431799695,False,-2.2923897475004495,158,True,,4,15,1.5119348883428574,0.19087482900067698,1.0444841740099946,1.237424255014048
H2,statevector,,,,sto-3g,0.35,jw,real_amplitudes,2,spsa,100,137,null,null,False,-0.7753159812131696,-0.7892693924044141,FCI,-0.7892693924044141,0.013953411191244491,8.75589110320664,False,-2.287250869556027,200,True,,4,15,1.5119348883428574,0.14191673399182037,1.3501606970094144,1.494233660007012
H2,statevector,,,,sto-3g,0.35,jw,efficient_su2,1,cobyla,100,137,null,null,False,-0.7646161898494632,-0.7892693924044141,FCI,-0.7892693924044141,0.024653202554950848,15.470106482054652,False,-2.2765510781923206,100,True,,4,15,1.5119348883428574,0.346303573998739,1.2878541690006386,1.6379121089994442
H2,statevector,,,,sto-3g,0.35,jw,efficient_su2,1,slsqp,100,137,null,null,False,-0.7804546709844968,-0.7892693924044141,FCI,-0.7892693924044141,0.008814721419917237,5.531317023490846,False,-2.292389559327354,188,True,,4,15,1.5119348883428574,0.6075993599952199,1.336856041001738,1.9477718560083304
H2,statevector,,,,sto-3g,0.35,jw,efficient_su2,1,spsa,100,137,null,null,False,-0.23792262711115275,-0.7892693924044141,FCI,-0.7892693924044141,0.5513467652932613,345.9750573424091,False,-1.7498575154540101,200,True,,4,15,1.5119348883428574,0.15422201300680172,1.5402927300019655,1.697605607987498
H2,statevector,,,,sto-3g,0.35,jw,efficient_su2,2,cobyla,100,137,null,null,False,-0.7342037132943193,-0.7892693924044141,FCI,-0.7892693924044141,0.055065679110094745,34.554209232696444,False,-2.2461386016371767,100,True,,4,15,1.5119348883428574,0.29001437898841687,1.045488331001252,1.342409923003288
H2,statevector,,,,sto-3g,0.35,jw,efficient_su2,2,slsqp,100,137,null,null,False,-0.7892691957790625,-0.7892693924044141,FCI,-0.7892693924044141,1.9662535155617888e-07,0.00012338417772966625,True,-2.30120408412192,905,True,,4,15,1.5119348883428574,0.15145930599828716,7.690975528006675,7.84627649000322
H2,statevector,,,,sto-3g,0.35,jw,efficient_su2,2,spsa,100,137,null,null,False,-0.7699669696560731,-0.7892693924044141,FCI,-0.7892693924044141,0.01930242274834093,12.11244399638867,False,-2.2819018579989305,200,True,,4,15,1.5119348883428574,0.2050864760094555,1.4300020430091536,1.638382125995122
H2,statevector,,,,sto-3g,0.5,jw,real_amplitudes,1,cobyla,100,137,null,null,False,-1.0429831842600603,-1.0551597944706257,FCI,-1.0551597944706257,0.012176610210565375,7.6409324966216685,False,-2.1013376061000604,100,True,,4,15,1.05835442184,0.226024214993231,0.8288626940047834,1.0571601139963605
H2,statevector,,,,sto-3g,0.5,jw,real_amplitudes,1,slsqp,100,137,null,null,False,-1.0429954814362226,-1.0551597944706257,FCI,-1.0551597944706257,0.01216431303440313,7.6332159079052735,False,-2.1013499032762226,108,True,,4,15,1.05835442184,0.19675308899604715,0.624766479988466,0.8244989049999276
H2,statevector,,,,sto-3g,0.5,jw,real_amplitudes,1,spsa,100,137,null,null,False,-1.0354221491155673,-1.0551597944706257,FCI,-1.0551597944706257,0.019737645355058397,12.38555009910734,False,-2.0937765709555674,200,True,,4,15,1.05835442184,0.12023426900850609,1.0209614459890872,1.1431909310049377
H2,statevector,,,,sto-3g,0.5,jw,real_amplitudes,2,cobyla,100,137,null,null,False,-1.0388791772228696,-1.0551597944706257,FCI,-1.0551597944706257,0.01628061724775609,10.216233848522178,False,-2.0972335990628697,100,True,,4,15,1.05835442184,0.15859757500584237,0.8668613620102406,1.0278315839968855
H2,statevector,,,,sto-3g,0.5,jw,real_amplitudes,2,slsqp,100,137,null,null,False,-1.0429962460371762,-1.0551597944706257,FCI,-1.0551597944706257,0.012163548433449467,7.632736113925442,False,-2.1013506678771763,170,True,,4,15,1.05835442184,0.11679103499045596,1.04310765399714,1.1621290260081878
H2,statevector,,,,sto-3g,0.5,jw,real_amplitudes,2,spsa,100,137,null,null,False,-1.0395448686884456,-1.0551597944706257,FCI,-1.0551597944706257,0.015614925782180045,9.798506462650018,False,-2.0978992905284457,200,True,,4,15,1.05835442184,0.17438174500421155,1.074802451999858,1.251133782992838
H2,statevector,,,,sto-3g,0.5,jw,efficient_su2,1,cobyla,100,137,null,null,False,-1.0161536659343005,-1.0551597944706257,FCI,-1.0551597944706257,0.039006128536325235,24.476696711700914,False,-2.0745080877743005,100,True,,4,15,1.05835442184,0.14692802299396135,0.8901484910020372,1.0393685559974983
H2,statevector,,,,sto-3g,0.5,jw,efficient_su2,1,slsqp,100,137,null,null,False,-1.0429906549189127,-1.0551597944706257,FCI,-1.0551597944706257,0.012169139551712949,7.636244590955841,False,-2.101345076758913,221,True,,4,15,1.05835442184,0.14218180000898428,1.3820199740002863,1.5273677580116782
H2,statevector,,,,sto-3g,0.5,jw,efficient_su2,1,spsa,100,137,null,null,False,-1.0424725177570549,-1.0551597944706257,FCI,-1.0551597944706257,0.012687276713570839,7.961380323256123,False,-2.100826939597055,200,True,,4,15,1.05835442184,0.1669026390009094,1.129799878995982,1.2989072610071162
H2,statevector,,,,sto-3g,0.5,jw,efficient_su2,2,cobyla,100,137,null,null,False,-0.9890383037519828,-1.0551597944706257,FCI,-1.0551597944706257,0.06612149071864293,41.4918305193649,False,-2.047392725591983,100,True,,4,15,1.05835442184,0.15172114899905864,0.9567697329912335,1.1109582960052649
